 ,Label,Area,Mean,X,Y,Circ.,IntDen,RawIntDen,AR,Round,Solidity
107,NeuralCrestChannel:0436-0354,39.190,1283.621,291.059,359.072,0.771,50304.674,74450,1.285,0.778,0.913
108,NeuralCrestChannel:0470-0896,70.947,474.790,736.586,386.571,0.903,33684.874,49853,1.355,0.738,0.968
109,NeuralCrestChannel:0502-0432,50.676,1302.013,356.129,413.033,0.782,65981.218,97651,1.375,0.727,0.926
110,NeuralCrestChannel:0539-0657,60.136,1861.831,540.280,443.617,0.854,111962.866,165703,1.180,0.847,0.947
111,NeuralCrestChannel:0470-0929,45.947,1149.574,763.263,386.836,0.813,52818.894,78171,1.287,0.777,0.978
112,NeuralCrestChannel:0242-0855,50.001,1434.797,702.832,198.713,0.780,71740.749,106175,1.452,0.688,0.943
113,NeuralCrestChannel:0436-0665,57.433,661.729,546.470,358.097,0.764,38005.198,56247,1.696,0.590,0.960
114,NeuralCrestChannel:0365-0872,50.676,746.947,716.943,300.529,0.887,37852.493,56021,1.079,0.926,0.962
115,NeuralCrestChannel:0507-1059,55.406,1042.915,870.237,417.185,0.869,57783.820,85519,1.066,0.938,0.932
116,NeuralCrestChannel:0387-0536,51.352,1185.461,440.203,318.503,0.858,60875.750,90095.000,1.237,0.808,0.944
117,NeuralCrestChannel:0528-0503,44.595,1325.455,413.055,434.838,0.826,59108.836,87480,1.172,0.854,0.957
118,NeuralCrestChannel:0506-0464,51.352,1053.671,382.003,416.051,0.816,54108.099,80079,1.368,0.731,0.916
119,NeuralCrestChannel:0523-1025,54.055,1319.600,842.365,429.824,0.839,71330.609,105568,1.026,0.975,0.958
120,NeuralCrestChannel:0385-0882,47.974,756.394,725.033,317.182,0.832,36286.934,53704,1.354,0.739,0.947
121,NeuralCrestChannel:0257-0823,45.947,1408.441,676.566,211.169,0.837,64712.959,95774,1.327,0.754,0.907
122,NeuralCrestChannel:0369-0724,58.109,700.349,595.673,303.222,0.769,40696.447,60230,1.658,0.603,0.966
123,NeuralCrestChannel:0470-0846,80.406,482.882,695.381,385.957,0.893,38826.830,57463,1.468,0.681,0.956
124,NeuralCrestChannel:0455-0376,76.352,1176.274,309.170,374.792,0.839,89811.242,132919,1.596,0.626,0.954
125,NeuralCrestChannel:0478-0533,49.325,1033.178,437.895,392.888,0.872,50961.439,75422,1.058,0.945,0.942
126,NeuralCrestChannel:0483-0820,87.163,709.682,674.132,397.507,0.861,61858.195,91549,1.657,0.603,0.959
127,NeuralCrestChannel:0433-0623,73.650,685.982,512.562,356.194,0.878,50522.244,74772,1.508,0.663,0.973
128,NeuralCrestChannel:0275-0835,76.352,1594.619,686.475,225.777,0.914,121752.851,180192,1.346,0.743,0.978
129,NeuralCrestChannel:0563-0658,75.677,1319.973,541.566,462.764,0.921,99891.096,147837,1.058,0.945,0.966
130,NeuralCrestChannel:0254-0704,52.028,679.506,579.056,209.210,0.781,35353.138,52322,1.611,0.621,0.951
131,NeuralCrestChannel:0462-0539,66.217,1174.092,443.595,380.284,0.763,77744.877,115061.000,1.836,0.545,0.947
132,NeuralCrestChannel:0263-0918,43.919,894.323,754.628,216.066,0.837,39278.187,58131,1.233,0.811,0.949
133,NeuralCrestChannel:0322-1001,45.271,339.731,822.840,265.144,0.830,15379.919,22762,1.169,0.855,0.931
134,NeuralCrestChannel:0439-0363,62.839,1602.527,298.638,361.631,0.888,100700.565,149035,1.356,0.737,0.935
135,NeuralCrestChannel:0451-0488,68.244,956.545,401.612,370.905,0.904,65278.507,96611,1.351,0.740,0.971
136,NeuralCrestChannel:0338-1003,131.758,308.892,824.641,277.712,0.979,40699.150,60234.000,1.072,0.933,0.982
137,NeuralCrestChannel:0453-0777,65.541,641.196,638.698,372.252,0.793,42024.842,62196.000,1.684,0.594,0.951
138,NeuralCrestChannel:0534-1151,71.623,1561.358,946.184,439.491,0.823,111828.405,165504,1.172,0.853,0.986
139,NeuralCrestChannel:0467-0519,77.704,975.817,426.572,383.349,0.946,75824.583,112219,1.106,0.904,0.970
140,NeuralCrestChannel:0432-0752,77.704,848.609,618.412,355.558,0.794,65940.002,97590,1.796,0.557,0.939
141,NeuralCrestChannel:0525-0490,72.974,853.713,403.115,431.733,0.893,62298.740,92201,1.136,0.880,0.939
142,NeuralCrestChannel:0324-0620,58.785,1204.172,509.569,266.871,0.831,70786.683,104763,1.608,0.622,0.930
143,NeuralCrestChannel:0467-0743,66.217,766.500,610.939,384.184,0.824,50755.355,75117,1.599,0.625,1.000
144,NeuralCrestChannel:0256-0993,41.217,675.082,816.145,210.803,0.795,27824.667,41180,1.134,0.882,0.917
145,NeuralCrestChannel:0498-0688,49.325,741.699,565.913,409.395,0.842,36584.234,54144,1.285,0.778,0.973
146,NeuralCrestChannel:0330-0836,59.460,1076.295,687.239,271.232,0.777,63996.734,94714,1.848,0.541,0.972
147,NeuralCrestChannel:0581-0539,40.541,681.150,442.921,477.240,0.806,27614.529,40869,1.226,0.816,0.909
148,NeuralCrestChannel:0399-0879,61.487,426.527,722.398,327.802,0.827,26225.999,38814,1.457,0.686,0.943
149,NeuralCrestChannel:0490-0492,70.271,889.875,403.926,402.859,0.869,62532.527,92547,1.203,0.831,0.916
150,NeuralCrestChannel:0450-0346,67.568,1909.130,284.576,369.958,0.857,128996.859,190913,1.456,0.687,0.976
151,NeuralCrestChannel:0201-0827,48.649,579.986,680.433,164.982,0.879,28215.888,41759,1.119,0.894,0.960
152,NeuralCrestChannel:0294-0932,50.001,1160.905,766.171,241.835,0.846,58045.985,85907,1.218,0.821,0.955
153,NeuralCrestChannel:0460-0461,68.244,1421.663,379.337,378.246,0.895,97020.114,143588,1.467,0.682,0.985
154,NeuralCrestChannel:0481-0390,96.623,974.559,321.261,395.793,0.943,94164.674,139362,1.145,0.873,0.973
155,NeuralCrestChannel:0418-0371,66.217,1011.520,304.987,344.032,0.866,66979.879,99129,1.368,0.731,0.947
156,NeuralCrestChannel:0421-0857,66.217,761.235,705.125,346.389,0.835,50406.702,74601,1.397,0.716,1.000
157,NeuralCrestChannel:0488-0573,97.298,1020.771,471.543,401.319,0.938,99319.467,146991,1.367,0.732,0.997
158,NeuralCrestChannel:0272-0734,45.271,649.224,603.207,224.253,0.822,29390.903,43498,1.105,0.905,0.931
159,NeuralCrestChannel:0520-1009,53.379,1336.316,829.330,427.268,0.824,71331.284,105569.000,1.196,0.836,0.952
160,NeuralCrestChannel:0499-0754,54.730,726.037,620.473,409.929,0.864,39736.300,58809,1.218,0.821,0.953
161,NeuralCrestChannel:0333-0787,47.974,891.070,647.186,273.813,0.847,42747.824,63266,1.280,0.781,0.959
162,NeuralCrestChannel:0340-0610,62.839,1071.398,501.875,279.918,0.831,67325.154,99640.000,1.391,0.719,0.939
163,NeuralCrestChannel:0406-0921,58.785,888.575,757.879,333.982,0.838,52234.427,77306,1.314,0.761,0.926
164,NeuralCrestChannel:0591-0377,49.325,489.466,309.708,485.898,0.884,24142.865,35731,1.155,0.865,1.028
165,NeuralCrestChannel:0414-0358,74.325,997.864,294.620,340.151,0.799,74166.454,109765,1.730,0.578,1.009
166,NeuralCrestChannel:0493-1003,75.001,680.216,824.670,405.775,0.783,51016.845,75504,1.985,0.504,0.957
167,NeuralCrestChannel:0374-0686,60.136,1431.607,563.398,307.941,0.749,86090.925,127413,1.649,0.606,1.011
168,NeuralCrestChannel:0500-0416,45.947,1449.044,341.892,411.471,0.818,66578.523,98535,1.380,0.725,0.993
169,NeuralCrestChannel:0424-0350,60.136,990.888,288.582,349.179,0.825,59587.896,88189,1.300,0.769,0.908
170,NeuralCrestChannel:0214-0867,44.595,723.652,712.649,175.958,0.806,32271.344,47761,1.233,0.811,0.910
171,NeuralCrestChannel:0313-0832,60.812,1257.067,684.059,257.350,0.846,76444.185,113136,1.064,0.940,0.933
172,NeuralCrestChannel:0439-0739,58.785,859.103,607.397,361.401,0.832,50501.974,74742,1.488,0.672,0.972
173,NeuralCrestChannel:0580-0481,49.325,1427.342,395.309,476.867,0.890,70403.570,104196,1.163,0.860,1.000
174,NeuralCrestChannel:0307-0822,49.325,685.014,675.611,252.258,0.803,33788.254,50006,1.284,0.779,0.874
175,NeuralCrestChannel:0384-0769,70.947,830.800,632.224,315.910,0.758,58942.618,87234,1.729,0.578,0.942
176,NeuralCrestChannel:0466-0341,88.515,1304.489,280.700,383.074,0.908,115466.287,170888,1.064,0.940,0.989
177,NeuralCrestChannel:0292-0874,38.514,1289.000,719.127,240.637,0.806,49644.531,73473,1.212,0.825,0.974
178,NeuralCrestChannel:0204-0811,47.974,442.859,666.902,168.203,0.877,21245.532,31443,1.140,0.877,0.986
179,NeuralCrestChannel:0475-0758,51.352,989.711,622.979,390.774,0.902,50823.599,75218,1.175,0.851,0.993
180,NeuralCrestChannel:0306-0882,52.028,1082.818,725.372,251.804,0.907,56336.505,83377,1.251,0.799,0.987
181,NeuralCrestChannel:0254-0790,52.028,567.584,649.695,208.761,0.833,29530.094,43704.000,1.115,0.897,0.933
182,NeuralCrestChannel:0543-0368,47.974,625.761,302.780,446.595,0.900,30019.964,44429,1.181,0.846,1.029
183,NeuralCrestChannel:0383-0923,56.757,774.464,758.853,314.924,0.844,43956.623,65055.000,1.813,0.552,0.971
184,NeuralCrestChannel:0511-0556,52.028,1115.065,457.603,420.389,0.942,58014.228,85860,1.222,0.819,1.000
185,NeuralCrestChannel:0471-0677,60.812,1056.122,556.476,387.235,0.820,64224.440,95051,1.506,0.664,0.963
186,NeuralCrestChannel:0503-0961,67.568,479.650,789.605,413.951,0.904,32409.183,47965,1.047,0.955,1.000
187,NeuralCrestChannel:0490-0432,72.974,1171.296,355.294,402.871,0.887,85474.026,126500,1.292,0.774,0.977
188,NeuralCrestChannel:0406-0991,63.514,400.904,814.672,333.645,0.875,25463.152,37685,1.446,0.691,0.974
189,NeuralCrestChannel:0374-0918,40.541,807.183,754.582,307.538,0.778,32724.052,48431,1.207,0.829,0.916
190,NeuralCrestChannel:0507-0747,54.055,1427.750,614.024,416.980,0.838,77176.626,114220,1.291,0.775,0.936
191,NeuralCrestChannel:0543-0354,63.514,547.362,291.609,446.320,0.900,34765.293,51452,1.156,0.865,0.959
192,NeuralCrestChannel:0438-0432,55.406,1031.171,355.174,359.916,0.904,57133.136,84556,1.177,0.850,1.019
193,NeuralCrestChannel:0493-0361,66.893,906.010,297.070,405.416,0.882,60605.476,89695,1.186,0.843,0.980
194,NeuralCrestChannel:0534-0486,43.919,1777.369,399.334,439.473,0.846,78061.097,115529,1.164,0.859,1.016
195,NeuralCrestChannel:0564-0531,45.271,1690.090,436.807,463.602,0.786,76511.753,113236,1.432,0.698,0.957
196,NeuralCrestChannel:0439-0938,46.622,793.884,771.483,360.912,0.862,37012.618,54778,1.297,0.771,0.926
197,NeuralCrestChannel:0507-0867,50.676,1112.387,712.811,417.023,0.885,56371.640,83429.000,1.082,0.924,0.955
198,NeuralCrestChannel:0380-0750,55.406,1214.561,616.831,312.270,0.824,67294.072,99594,1.256,0.796,0.948
199,NeuralCrestChannel:0455-0386,52.028,1702.792,317.532,374.229,0.799,88592.308,131115,1.232,0.812,0.928
200,NeuralCrestChannel:0283-0866,49.325,1552.479,712.240,232.429,0.886,76575.943,113331,1.252,0.799,0.973
201,NeuralCrestChannel:0489-0608,57.433,1197.082,500.409,402.195,0.868,68752.198,101752,1.307,0.765,0.939
202,NeuralCrestChannel:0525-0815,66.217,1197.929,670.660,431.944,0.877,79323.275,117397.000,1.383,0.723,0.966
203,NeuralCrestChannel:0530-0726,49.325,1132.466,596.823,435.260,0.778,55858.796,82670,1.511,0.662,0.973
204,NeuralCrestChannel:0337-0936,44.595,1138.091,769.467,277.911,0.883,50753.328,75114,1.255,0.797,0.964
205,NeuralCrestChannel:0330-0929,42.568,836.000,763.775,271.423,0.777,35586.925,52668,1.143,0.875,0.900
206,NeuralCrestChannel:0435-0910,70.947,732.638,748.306,358.529,0.755,51978.343,76927,2.057,0.486,0.968
207,NeuralCrestChannel:0499-0825,50.001,959.297,677.939,410.422,0.826,47965.456,70988,1.438,0.695,0.961
208,NeuralCrestChannel:0357-0724,67.568,1088.160,595.210,293.931,0.875,73525.230,108816.000,1.093,0.915,0.971
209,NeuralCrestChannel:0530-1090,58.109,1030.035,895.569,435.765,0.826,59854.116,88583.000,1.362,0.734,0.983
210,NeuralCrestChannel:0480-0661,41.217,1118.164,543.510,394.890,0.886,46087.054,68208,1.027,0.974,0.938
211,NeuralCrestChannel:0464-0492,75.001,1527.874,403.791,381.626,0.766,114591.952,169594,1.888,0.530,0.917
212,NeuralCrestChannel:0336-0946,70.947,896.229,777.240,277.221,0.797,63584.567,94104,1.546,0.647,0.946
213,NeuralCrestChannel:0418-0786,66.217,476.806,645.790,343.604,0.808,31572.686,46727,1.726,0.579,1.000
214,NeuralCrestChannel:0467-0357,76.352,896.699,293.399,384.074,0.969,68465.033,101327,1.106,0.904,1.004
215,NeuralCrestChannel:0505-0934,88.515,1270.328,767.939,415.596,0.859,112442.601,166413,1.575,0.635,0.978
216,NeuralCrestChannel:0504-0921,97.974,1133.572,757.116,414.382,0.848,111060.828,164368,1.655,0.604,0.986
217,NeuralCrestChannel:0568-0822,33.784,1038.320,676.111,467.208,0.839,35078.811,51916,1.106,0.904,0.935
218,NeuralCrestChannel:0477-0784,57.433,831.988,644.356,392.457,0.850,47783.697,70719,1.499,0.667,0.950
219,NeuralCrestChannel:0363-0708,43.244,1222.656,582.104,298.579,0.855,52872.273,78250,1.267,0.790,0.970
220,NeuralCrestChannel:0467-0409,76.352,1174.018,336.522,384.416,0.922,89638.942,132664,1.154,0.866,0.966
221,NeuralCrestChannel:0522-0354,45.271,846.821,291.497,429.336,0.799,38336.283,56737,1.201,0.832,0.978
222,NeuralCrestChannel:0258-0879,48.649,1473.306,722.892,212.704,0.839,71675.207,106078,1.362,0.734,0.941
223,NeuralCrestChannel:0258-0859,32.433,1523.729,705.927,212.761,0.797,49418.852,73139,1.403,0.713,1.000
224,NeuralCrestChannel:0498-1109,48.649,1033.014,911.952,410.110,0.760,50255.349,74377,1.662,0.602,0.911
225,NeuralCrestChannel:0523-0317,72.298,1067.280,260.916,430.302,0.903,77162.437,114199,1.420,0.704,0.977
226,NeuralCrestChannel:0398-0848,68.244,772.446,697.272,327.307,0.836,52714.839,78017,1.500,0.667,0.953
227,NeuralCrestChannel:0524-1142,76.352,1114.584,938.466,430.477,0.848,85101.048,125948.000,1.480,0.676,0.970
228,NeuralCrestChannel:0517-0440,125.677,926.489,361.786,424.643,0.940,116438.597,172327,1.264,0.791,0.992
229,NeuralCrestChannel:0334-0696,40.541,1209.550,572.400,274.699,0.804,49036.415,72573,1.275,0.784,0.916
230,NeuralCrestChannel:0345-0764,52.028,1273.935,628.334,283.414,0.827,66279.871,98093,1.650,0.606,0.945
231,NeuralCrestChannel:0345-0641,77.704,1674.043,526.813,283.858,0.934,130079.305,192515,1.194,0.838,0.943
232,NeuralCrestChannel:0478-0774,48.649,1778.056,636.628,392.425,0.804,86501.066,128020,1.806,0.554,1.000
233,NeuralCrestChannel:0481-0603,54.730,1510.370,495.468,396.158,0.750,82663.181,122340,1.783,0.561,0.964
234,NeuralCrestChannel:0559-0828,45.947,1638.691,680.507,460.211,0.833,75292.144,111431,1.107,0.903,0.938
235,NeuralCrestChannel:0542-1077,56.757,1213.095,885.216,445.632,0.910,68852.200,101900,1.198,0.835,0.933
236,NeuralCrestChannel:0428-0438,66.217,1051.061,360.346,351.413,0.854,69598.155,103004,1.426,0.701,0.951
237,NeuralCrestChannel:0342-0861,50.676,1251.867,708.460,280.877,0.899,63439.971,93890.000,1.202,0.832,0.974
238,NeuralCrestChannel:0225-0788,38.514,595.246,647.671,184.943,0.798,22925.282,33929,1.158,0.864,0.958
239,NeuralCrestChannel:0235-0886,62.163,865.315,728.256,193.081,0.895,53790.528,79609,1.097,0.911,0.968
240,NeuralCrestChannel:0354-0706,56.757,2007.929,580.058,291.653,0.849,113964.918,168666,1.368,0.731,0.894
241,NeuralCrestChannel:0230-0896,41.217,1074.967,736.317,188.919,0.845,44306.627,65573,1.083,0.923,0.961
242,NeuralCrestChannel:0546-0972,54.055,742.362,799.005,449.131,0.857,40128.197,59389,1.448,0.691,0.947
243,NeuralCrestChannel:0432-0382,56.082,825.783,314.742,355.000,0.829,46311.381,68540,1.802,0.555,0.994
244,NeuralCrestChannel:0333-0538,52.703,1264.551,442.626,274.042,0.910,66646.091,98635,1.263,0.792,0.994
245,NeuralCrestChannel:0271-0780,58.109,821.930,641.772,223.307,0.879,47761.399,70686,1.730,0.578,0.983
246,NeuralCrestChannel:0385-0691,87.163,1172.597,568.834,316.575,0.912,102207.340,151265,1.231,0.813,1.008
247,NeuralCrestChannel:0357-0630,62.163,2134.533,517.887,293.722,0.799,132688.797,196377,1.257,0.795,0.939
248,NeuralCrestChannel:0435-0407,49.325,1136.877,334.852,358.161,0.919,56076.367,82992,1.221,0.819,0.961
249,NeuralCrestChannel:0515-0453,48.649,962.639,372.332,423.638,0.822,46831.658,69310,1.346,0.743,0.966
250,NeuralCrestChannel:0313-0936,49.325,1070.890,769.600,257.055,0.891,52821.597,78175,1.361,0.735,0.967
251,NeuralCrestChannel:0414-0654,89.190,860.220,537.495,339.922,0.746,76723.243,113549,1.948,0.513,1.004
252,NeuralCrestChannel:0533-0424,54.055,737.413,348.127,438.588,0.847,39860.626,58993,1.216,0.823,0.936
253,NeuralCrestChannel:0439-0948,50.676,1083.413,779.831,360.853,0.810,54903.379,81256,1.673,0.598,0.938
254,NeuralCrestChannel:0506-0531,62.839,740.355,437.176,415.777,0.853,46522.870,68853,1.231,0.812,0.939
255,NeuralCrestChannel:0503-0851,49.325,771.055,699.550,413.652,0.833,38032.225,56287,1.306,0.766,0.948
256,NeuralCrestChannel:0448-0902,40.541,1052.733,741.663,368.462,0.829,42678.904,63164,1.301,0.769,0.938
257,NeuralCrestChannel:0489-0514,51.352,766.092,422.822,402.585,0.872,39340.350,58223,1.278,0.783,0.956
258,NeuralCrestChannel:0587-0518,52.028,526.455,426.015,482.840,0.934,27390.202,40537,1.260,0.794,0.975
259,NeuralCrestChannel:0299-0791,81.082,900.400,650.517,245.751,0.877,73006.305,108048,1.474,0.679,0.984
260,NeuralCrestChannel:0309-0554,44.595,1271.697,455.537,254.658,0.832,56711.509,83932,1.353,0.739,0.904
261,NeuralCrestChannel:0494-0478,52.028,610.883,393.081,406.191,0.835,31782.824,47038.000,1.219,0.820,0.939
262,NeuralCrestChannel:0450-0625,68.920,677.078,513.420,369.900,0.775,46664.088,69062,1.889,0.529,0.962
263,NeuralCrestChannel:0488-0956,70.947,625.381,785.773,401.210,0.812,44368.790,65665,1.889,0.529,0.972
264,NeuralCrestChannel:0524-0280,46.622,918.667,229.844,431.068,0.920,42830.257,63388,1.300,0.769,0.958
265,NeuralCrestChannel:0389-0867,55.406,626.768,712.915,319.678,0.852,34726.779,51395,1.180,0.848,0.970
266,NeuralCrestChannel:0531-0476,68.920,964.500,391.111,436.893,0.918,66473.116,98379,1.244,0.804,0.967
267,NeuralCrestChannel:0517-0272,44.595,1080.788,224.132,425.248,0.875,48197.891,71332,1.206,0.829,0.930
268,NeuralCrestChannel:0227-0845,41.217,1054.361,694.705,186.938,0.825,43457.292,64316,1.145,0.873,0.976
269,NeuralCrestChannel:0214-0782,45.947,735.309,642.744,176.174,0.810,33784.876,50001,1.600,0.625,0.965
270,NeuralCrestChannel:0511-1012,54.730,573.506,832.143,420.362,0.848,31388.225,46454.000,1.296,0.771,0.947
271,NeuralCrestChannel:0505-0507,63.514,1078.574,416.483,415.355,0.911,68504.898,101386,1.288,0.776,0.995
272,NeuralCrestChannel:0343-0652,58.109,1020.547,536.001,281.927,0.801,59302.758,87767,1.469,0.681,0.935
273,NeuralCrestChannel:0352-0870,62.839,824.140,715.304,290.011,0.810,51787.800,76645,1.615,0.619,0.984
274,NeuralCrestChannel:0451-0452,52.703,999.590,371.765,370.596,0.831,52681.730,77968,1.158,0.863,0.945
275,NeuralCrestChannel:0492-0906,104.731,748.535,745.429,404.432,0.951,78394.885,116023,1.238,0.808,1.010
276,NeuralCrestChannel:0378-0556,43.919,1071.338,457.165,311.342,0.810,47052.607,69637,1.431,0.699,0.963
277,NeuralCrestChannel:0507-0652,56.082,1289.482,535.870,416.472,0.868,72316.431,107027,1.171,0.854,0.988
278,NeuralCrestChannel:0366-0940,64.866,639.896,773.125,301.683,0.866,41507.268,61430,1.409,0.710,1.032
279,NeuralCrestChannel:0539-1107,58.785,626.391,910.110,443.110,0.888,36822.075,54496,1.157,0.865,1.000
280,NeuralCrestChannel:0482-0342,41.892,1210.000,281.336,396.668,0.811,50689.814,75020,1.483,0.674,0.961
281,NeuralCrestChannel:0512-0331,53.379,607.873,271.890,421.150,0.876,32447.697,48022,1.134,0.882,0.958
282,NeuralCrestChannel:0315-0523,62.163,1145.435,430.362,258.778,0.800,71203.580,105380.000,1.630,0.614,0.984
283,NeuralCrestChannel:0522-0735,58.785,931.172,603.967,428.569,0.840,54738.512,81012,1.127,0.888,0.941
284,NeuralCrestChannel:0393-0918,50.001,1218.392,754.963,322.879,0.848,60920.345,90161,1.419,0.705,0.949
285,NeuralCrestChannel:0544-1047,53.379,1188.025,860.306,447.423,0.843,63415.646,93854,1.596,0.627,1.000
286,NeuralCrestChannel:0514-0838,64.866,918.406,689.281,422.457,0.910,59573.031,88167,1.232,0.812,0.990
287,NeuralCrestChannel:0490-0448,47.298,801.586,368.115,403.355,0.831,37913.305,56111,1.172,0.853,0.946
288,NeuralCrestChannel:0273-0820,71.623,963.585,674.226,224.895,0.839,69014.364,102140,1.502,0.666,0.959
289,NeuralCrestChannel:0516-1199,50.001,650.243,985.745,423.919,0.848,32512.563,48118,1.316,0.760,0.955
290,NeuralCrestChannel:0430-0400,36.487,1437.815,328.709,354.008,0.773,52461.457,77642,1.335,0.749,0.982
291,NeuralCrestChannel:0494-0658,56.082,1066.855,541.515,406.628,0.804,59831.143,88549,1.374,0.728,0.912
292,NeuralCrestChannel:0541-0401,54.730,574.642,329.597,444.849,0.875,31450.387,46546.000,1.339,0.747,0.994
293,NeuralCrestChannel:0491-0807,53.379,758.215,663.619,403.711,0.843,40472.796,59899.000,1.412,0.708,1.000
294,NeuralCrestChannel:0516-0943,52.703,1277.744,775.367,424.205,0.889,67341.370,99664,1.143,0.875,0.957
295,NeuralCrestChannel:0537-1173,34.460,1037.098,963.892,441.986,0.824,35738.278,52892.000,1.224,0.817,0.990
296,NeuralCrestChannel:0525-1198,41.892,1024.371,984.955,432.014,0.873,42913.367,63511.000,1.119,0.894,0.899
297,NeuralCrestChannel:0338-0802,48.649,819.375,659.552,278.087,0.816,39861.978,58995,1.504,0.665,0.929
298,NeuralCrestChannel:0498-0330,41.217,685.672,271.684,409.484,0.825,28261.159,41826,1.328,0.753,0.968
299,NeuralCrestChannel:0331-0877,35.136,769.327,720.799,271.877,0.873,27030.738,40005,1.094,0.914,0.929
300,NeuralCrestChannel:0466-0395,47.298,1458.071,325.113,383.005,0.836,68963.687,102065,1.292,0.774,0.940
301,NeuralCrestChannel:0412-0911,67.568,703.410,748.456,339.075,0.784,47528.288,70341,1.920,0.521,0.957
302,NeuralCrestChannel:0480-0492,66.893,692.859,404.976,394.813,0.863,46347.193,68593,1.424,0.702,1.026
303,NeuralCrestChannel:0526-0456,55.406,767.988,374.962,432.603,0.913,42551.200,62975,1.288,0.776,0.948
304,NeuralCrestChannel:0470-0444,64.866,665.677,365.293,386.135,0.903,43179.586,63905,1.314,0.761,0.975
305,NeuralCrestChannel:0538-1190,43.919,1722.785,978.781,442.773,0.791,75663.770,111981,1.618,0.618,0.985
306,NeuralCrestChannel:0533-0740,63.514,814.862,609.023,437.969,0.901,51755.367,76597,1.306,0.766,1.022
307,NeuralCrestChannel:0308-0852,50.001,1103.865,700.933,252.921,0.826,55193.923,81686,1.210,0.827,0.897
308,NeuralCrestChannel:0480-0368,52.028,1626.416,302.907,394.597,0.781,84618.610,125234,1.543,0.648,0.928
309,NeuralCrestChannel:0503-0587,47.298,1126.700,482.855,413.865,0.748,53290.521,78869,1.384,0.722,0.927
310,NeuralCrestChannel:0274-0911,58.109,870.919,748.546,225.477,0.916,50608.056,74899,1.232,0.812,0.905
311,NeuralCrestChannel:0340-0719,39.865,1019.237,590.969,279.208,0.897,40632.257,60135,1.225,0.816,0.952
312,NeuralCrestChannel:0323-1059,56.082,591.060,870.939,265.669,0.838,33147.706,49058,1.535,0.651,0.971
313,NeuralCrestChannel:0332-0884,33.109,875.898,726.891,273.281,0.892,28999.682,42919,1.363,0.733,0.980
314,NeuralCrestChannel:0517-0529,44.595,1556.439,434.439,425.335,0.874,69409.639,102725,1.334,0.750,0.985
315,NeuralCrestChannel:0481-0462,55.406,672.146,379.493,395.903,0.873,37240.999,55116,1.198,0.835,0.948
316,NeuralCrestChannel:0573-0467,59.460,474.557,384.210,470.950,0.877,28217.240,41761,1.266,0.790,0.978
317,NeuralCrestChannel:0505-0315,50.001,589.216,259.608,415.188,0.914,29461.174,43602,1.169,0.856,1.000
318,NeuralCrestChannel:0453-0443,55.406,640.793,363.905,372.035,0.860,35503.816,52545,1.047,0.955,0.948
319,NeuralCrestChannel:0459-0945,62.839,725.688,777.289,378.363,0.699,45601.237,67489,1.942,0.515,0.959
320,NeuralCrestChannel:0439-0327,44.595,1070.788,268.806,361.132,0.889,47751.940,70672,1.244,0.804,1.000
321,NeuralCrestChannel:0441-0440,47.298,1254.571,362.349,362.173,0.850,59338.569,87820,1.359,0.736,0.966
322,NeuralCrestChannel:0300-0856,41.217,1156.361,704.272,246.553,0.834,47661.398,70538,1.407,0.711,0.953
323,NeuralCrestChannel:0350-0613,38.514,1131.491,504.167,287.895,0.874,43578.240,64495.000,1.214,0.824,1.000
324,NeuralCrestChannel:0481-0936,55.406,830.793,770.254,395.322,0.834,46030.973,68125,1.194,0.838,0.943
325,NeuralCrestChannel:0529-0467,44.595,972.197,383.849,435.336,0.850,43355.264,64165,1.221,0.819,0.971
326,NeuralCrestChannel:0476-0450,58.109,993.081,370.349,391.941,0.865,57706.792,85405,1.142,0.876,0.972
327,NeuralCrestChannel:0352-0801,45.271,661.522,658.244,288.896,0.815,29947.666,44322,1.266,0.790,0.964
328,NeuralCrestChannel:0359-0698,52.703,832.462,573.882,295.319,0.870,43873.513,64932,1.061,0.942,0.969
329,NeuralCrestChannel:0431-0372,69.595,856.311,305.549,354.829,0.914,59595.329,88200,1.100,0.909,0.967
330,NeuralCrestChannel:0556-0978,46.622,471.217,804.244,457.169,0.821,21969.190,32514,1.398,0.715,0.914
331,NeuralCrestChannel:0504-0446,41.217,865.885,366.673,414.308,0.794,35688.953,52819,1.236,0.809,0.917
332,NeuralCrestChannel:0268-0859,47.974,1247.549,705.768,220.742,0.884,59849.386,88576,1.138,0.878,0.979
333,NeuralCrestChannel:0359-0824,46.622,852.536,677.930,294.961,0.876,39747.111,58825,1.212,0.825,0.958
334,NeuralCrestChannel:0347-0820,53.379,1284.772,674.742,285.062,0.812,68579.899,101497,1.459,0.686,0.969
335,NeuralCrestChannel:0218-0817,65.541,491.278,671.866,178.938,0.855,32199.045,47654,1.588,0.630,0.937
336,NeuralCrestChannel:0492-0594,58.109,492.698,488.603,404.634,0.872,28630.082,42372,1.093,0.915,0.940
337,NeuralCrestChannel:0525-0773,55.406,1160.476,635.095,431.159,0.854,64297.414,95159,1.102,0.907,0.965
338,NeuralCrestChannel:0290-0948,47.974,673.620,778.880,238.258,0.798,32315.939,47827,1.542,0.649,0.953
339,NeuralCrestChannel:0528-1100,50.676,722.773,904.578,434.306,0.847,36627.478,54208,1.472,0.679,1.000
