 ,Label,Area,Mean,X,Y,Circ.,IntDen,RawIntDen,AR,Round,Solidity
340,NeuralCrestChannel:0324-0729,57.433,949.541,599.301,266.110,0.809,54535.131,80711,1.438,0.695,1.000
341,NeuralCrestChannel:0489-1018,50.001,407.662,836.940,401.969,0.756,20383.359,30167.000,1.618,0.618,0.897
342,NeuralCrestChannel:0355-0524,42.568,1377.825,431.126,291.830,0.867,58651.398,86803,1.369,0.730,0.913
343,NeuralCrestChannel:0207-0773,45.947,451.294,635.757,170.553,0.831,20735.391,30688,1.316,0.760,0.971
344,NeuralCrestChannel:0358-0541,43.919,1168.154,444.898,294.497,0.856,51304.686,75930,1.353,0.739,0.963
345,NeuralCrestChannel:0336-0630,50.676,1220.800,517.833,276.844,0.842,61865.627,91560,1.442,0.693,0.932
346,NeuralCrestChannel:0515-1086,57.433,1278.212,893.287,423.170,0.827,73411.715,108648,1.256,0.796,0.988
347,NeuralCrestChannel:0489-0380,47.298,1041.143,312.736,402.416,0.830,49243.850,72880,1.032,0.969,0.933
348,NeuralCrestChannel:0536-1058,84.461,1332.016,869.811,440.931,0.915,112502.737,166502,1.350,0.741,1.000
349,NeuralCrestChannel:0214-0831,63.514,750.309,683.458,175.882,0.811,47655.317,70529,1.846,0.542,0.959
350,NeuralCrestChannel:0274-0952,41.217,426.951,782.968,225.612,0.819,17597.514,26044,1.315,0.761,0.884
351,NeuralCrestChannel:0509-0601,51.352,948.579,494.076,419.166,0.807,48711.411,72092,1.178,0.849,0.921
352,NeuralCrestChannel:0528-0750,71.623,1003.651,616.919,434.543,0.867,71883.994,106387,1.490,0.671,0.991
353,NeuralCrestChannel:0455-0967,66.893,700.394,795.053,374.471,0.866,46851.253,69339,1.632,0.613,0.985
354,NeuralCrestChannel:0245-0795,41.892,541.355,654.034,201.761,0.880,22678.658,33564,1.265,0.790,0.954
355,NeuralCrestChannel:0270-0880,41.892,762.790,723.718,222.139,0.815,31955.123,47293,1.264,0.791,0.961
356,NeuralCrestChannel:0507-0484,64.190,961.600,397.723,416.455,0.864,61725.085,91352,1.233,0.811,0.955
357,NeuralCrestChannel:0305-0873,48.649,1158.014,717.697,250.322,0.847,56336.505,83377,1.233,0.811,0.986
358,NeuralCrestChannel:0523-0574,54.730,814.222,472.310,430.175,0.861,44562.711,65952,1.312,0.762,1.000
359,NeuralCrestChannel:0288-0818,47.298,413.714,672.525,236.431,0.853,19567.809,28960,1.400,0.714,1.000
360,NeuralCrestChannel:0556-1012,56.082,828.614,832.018,456.997,0.855,46470.167,68775,1.302,0.768,0.976
361,NeuralCrestChannel:0449-0415,64.866,960.052,341.584,369.780,0.852,62274.416,92165,1.187,0.843,0.955
362,NeuralCrestChannel:0410-0842,76.352,720.062,692.651,337.431,0.807,54978.380,81367,1.885,0.530,0.978
363,NeuralCrestChannel:0521-0604,56.082,1122.337,496.552,428.237,0.834,62942.667,93154,1.042,0.960,0.922
364,NeuralCrestChannel:0228-0884,36.487,1049.000,726.800,187.233,0.861,38274.796,56646,1.084,0.922,0.939
365,NeuralCrestChannel:0535-0586,33.784,1311.320,482.251,439.326,0.803,44301.897,65566,1.208,0.828,0.952
366,NeuralCrestChannel:0477-0616,70.947,959.924,506.552,392.951,0.799,68103.542,100792,1.242,0.805,0.995
367,NeuralCrestChannel:0369-0784,52.028,1086.000,644.432,302.982,0.767,56502.047,83622,1.891,0.529,0.939
368,NeuralCrestChannel:0498-0941,50.001,653.257,773.369,409.367,0.838,32663.240,48341,1.427,0.701,0.993
369,NeuralCrestChannel:0517-0504,40.541,667.467,414.329,424.906,0.870,27059.793,40048,1.275,0.784,0.952
370,NeuralCrestChannel:0588-0590,38.514,715.211,484.728,483.531,0.790,27545.610,40767,1.296,0.772,0.912
371,NeuralCrestChannel:0307-0662,41.217,566.836,544.508,252.576,0.843,23363.126,34577,1.411,0.709,0.924
372,NeuralCrestChannel:0513-0852,63.514,814.223,700.388,422.421,0.923,51714.826,76537,1.188,0.841,0.964
373,NeuralCrestChannel:0282-0967,41.217,825.869,794.355,231.514,0.837,34039.609,50378,1.502,0.666,0.931
374,NeuralCrestChannel:0525-0525,43.244,1279.625,431.550,432.025,0.872,55335.817,81896,1.259,0.794,0.977
375,NeuralCrestChannel:0513-0344,68.244,743.812,282.715,422.154,0.901,50760.761,75125,1.305,0.766,0.995
376,NeuralCrestChannel:0369-0624,82.433,886.877,513.117,303.574,0.918,73108.333,108199,1.230,0.813,0.984
377,NeuralCrestChannel:0543-0436,44.595,1151.803,358.766,446.857,0.902,51364.822,76019,1.119,0.894,0.992
378,NeuralCrestChannel:0482-0354,64.190,1156.789,291.572,395.897,0.899,74254.293,109895.000,1.176,0.850,0.936
379,NeuralCrestChannel:0560-0622,38.514,1477.772,510.988,460.832,0.843,56914.890,84233,1.411,0.709,0.942
380,NeuralCrestChannel:0441-0837,49.325,520.890,687.738,362.755,0.861,25692.884,38025,1.461,0.684,0.961
381,NeuralCrestChannel:0205-0880,40.541,1167.000,723.648,169.113,0.843,47311.394,70020,1.334,0.750,0.960
382,NeuralCrestChannel:0396-0858,58.109,832.372,705.706,325.904,0.823,48368.163,71584,1.691,0.591,1.024
383,NeuralCrestChannel:0510-0739,45.271,1003.955,607.979,419.484,0.886,45449.884,67265,1.352,0.740,0.950
384,NeuralCrestChannel:0514-0569,45.947,829.647,467.295,422.798,0.850,38119.389,56416,1.151,0.868,0.944
385,NeuralCrestChannel:0463-0859,45.947,372.250,706.001,380.949,0.895,17103.589,25313,1.076,0.929,0.944
386,NeuralCrestChannel:0526-0553,70.271,890.231,455.159,432.491,0.910,62557.527,92584,1.286,0.778,0.963
387,NeuralCrestChannel:0369-0996,38.514,255.211,818.950,303.022,0.828,9829.175,14547,1.206,0.829,0.958
388,NeuralCrestChannel:0387-0974,62.163,1116.109,800.423,318.230,0.888,69380.584,102682,1.064,0.940,0.934
389,NeuralCrestChannel:0570-0547,54.055,870.375,449.459,468.468,0.874,47047.877,69630,1.217,0.822,0.930
390,NeuralCrestChannel:0547-0421,42.568,581.556,346.042,450.280,0.891,24755.710,36638,1.253,0.798,0.926
391,NeuralCrestChannel:0446-0991,49.325,928.767,814.923,366.573,0.843,45811.375,67800,1.502,0.666,0.948
392,NeuralCrestChannel:0500-0814,65.541,1233.918,669.129,411.208,0.896,80872.618,119690,1.253,0.798,0.995
393,NeuralCrestChannel:0508-0305,42.568,564.825,250.951,417.726,0.931,24043.539,35584,1.108,0.902,0.926
394,NeuralCrestChannel:0574-0492,41.892,832.274,404.875,472.398,0.803,34865.970,51601,1.463,0.684,0.947
395,NeuralCrestChannel:0288-0843,43.919,664.200,693.091,236.755,0.818,29171.305,43173,1.560,0.641,0.942
396,NeuralCrestChannel:0275-0669,52.028,527.896,550.030,225.874,0.767,27465.203,40648,1.732,0.577,0.939
397,NeuralCrestChannel:0504-0881,50.001,493.284,724.871,414.766,0.897,24664.493,36503,1.180,0.847,0.961
398,NeuralCrestChannel:0383-0984,52.703,730.436,808.658,315.269,0.811,38496.420,56974,1.716,0.583,0.951
399,NeuralCrestChannel:0316-0806,50.001,827.284,662.810,259.741,0.837,41364.699,61219,1.342,0.745,0.974
400,NeuralCrestChannel:0497-0529,52.703,473.692,435.333,408.081,0.823,24965.172,36948,1.620,0.617,0.981
401,NeuralCrestChannel:0490-0889,71.623,482.406,730.991,403.742,0.901,34551.101,51135,1.286,0.777,0.986
402,NeuralCrestChannel:0602-0719,45.947,507.088,591.465,494.771,0.750,23298.936,34482,1.295,0.772,0.925
403,NeuralCrestChannel:0321-0939,75.001,583.640,772.447,264.643,0.881,43773.512,64784,1.255,0.797,0.978
404,NeuralCrestChannel:0324-0519,33.784,1036.560,426.717,266.871,0.812,35019.350,51828,1.332,0.751,0.943
405,NeuralCrestChannel:0462-0875,39.865,838.678,719.187,380.091,0.862,33434.196,49482,1.151,0.869,0.952
406,NeuralCrestChannel:0536-0836,45.947,1151.265,687.240,440.604,0.855,52896.598,78286,1.122,0.891,0.978
407,NeuralCrestChannel:0485-0526,70.271,775.010,432.451,398.915,0.901,54460.806,80601,1.547,0.646,0.977
408,NeuralCrestChannel:0415-1004,55.406,718.305,825.338,341.010,0.878,39798.463,58901.000,1.179,0.848,0.948
409,NeuralCrestChannel:0524-0671,60.136,1123.854,551.650,431.065,0.822,67583.941,100023,1.561,0.641,0.913
410,NeuralCrestChannel:0308-0780,48.649,804.861,641.194,253.005,0.796,39155.888,57950,1.602,0.624,0.894
411,NeuralCrestChannel:0493-0670,68.244,930.614,551.208,405.641,0.905,63508.891,93992,1.506,0.664,0.976
412,NeuralCrestChannel:0514-0468,59.460,828.920,385.247,422.854,0.834,49287.769,72945,1.486,0.673,0.957
413,NeuralCrestChannel:0478-0406,53.379,802.354,333.269,393.161,0.853,42828.906,63386,1.417,0.706,1.000
414,NeuralCrestChannel:0535-1026,49.325,1212.685,843.884,440.204,0.824,59815.602,88526,1.143,0.875,0.948
415,NeuralCrestChannel:0530-1186,35.136,853.442,975.619,436.024,0.849,29986.180,44379,1.582,0.632,1.010
416,NeuralCrestChannel:0496-0770,50.676,886.173,633.154,407.717,0.866,44907.986,66463,1.208,0.828,0.980
417,NeuralCrestChannel:0487-0540,62.163,439.033,443.835,400.707,0.817,27291.552,40391,1.289,0.776,0.925
418,NeuralCrestChannel:0334-0705,50.676,791.013,580.283,274.312,0.830,40085.629,59326,1.309,0.764,0.987
419,NeuralCrestChannel:0486-0858,85.812,304.157,705.985,399.398,0.870,26100.322,38628,1.691,0.591,0.988
420,NeuralCrestChannel:0217-0879,54.730,1014.815,722.726,178.826,0.841,55541.225,82200,1.642,0.609,0.964
421,NeuralCrestChannel:0490-0927,75.677,989.250,762.324,402.890,0.891,74863.084,110796,1.208,0.828,0.974
422,NeuralCrestChannel:0470-0866,54.730,498.407,711.999,386.355,0.845,27278.039,40371,1.166,0.858,0.959
423,NeuralCrestChannel:0591-0367,32.433,571.229,301.349,485.665,0.823,18526.580,27419,1.328,0.753,0.923
424,NeuralCrestChannel:0346-0883,47.974,1137.451,725.878,284.858,0.839,54567.564,80759,1.230,0.813,0.959
425,NeuralCrestChannel:0309-0802,46.622,783.739,659.202,254.290,0.865,36539.639,54078,1.307,0.765,1.000
426,NeuralCrestChannel:0521-0513,43.244,623.000,422.328,427.954,0.836,26940.872,39872,1.338,0.747,0.992
427,NeuralCrestChannel:0347-0515,45.947,737.838,423.777,285.258,0.837,33901.093,50173,1.512,0.661,0.958
