 ,Label,Area,Mean,X,Y,Circ.,IntDen,RawIntDen,AR,Round,Solidity
521,NeuralCrestChannel:0786-1136,58.109,713.116,934.041,646.665,0.821,41438.348,61328.000,1.573,0.636,0.972
522,NeuralCrestChannel:0743-1013,56.757,763.131,832.882,610.766,0.916,43313.371,64103.000,1.484,0.674,0.966
523,NeuralCrestChannel:0859-0933,43.244,1052.250,766.900,706.252,0.850,45503.263,67344.000,1.054,0.948,0.914
524,NeuralCrestChannel:0850-0979,50.001,1030.946,804.960,698.656,0.813,51547.932,76290.000,1.662,0.602,0.949
525,NeuralCrestChannel:0736-0930,41.892,914.145,764.394,605.721,0.831,38295.742,56677.000,1.505,0.664,0.961
526,NeuralCrestChannel:0618-0978,60.136,771.045,804.318,508.222,0.844,46367.463,68623.000,1.292,0.774,0.922
527,NeuralCrestChannel:0862-0564,56.082,536.229,463.593,708.886,0.875,30072.668,44507.000,1.229,0.814,0.954
528,NeuralCrestChannel:0727-1095,41.217,1127.033,900.083,597.372,0.839,46452.599,68749.000,1.701,0.588,0.878
529,NeuralCrestChannel:0637-0996,49.325,771.014,818.785,523.867,0.847,38030.198,56284.000,1.198,0.835,0.942
530,NeuralCrestChannel:0701-1226,44.595,625.076,1007.336,577.256,0.919,27875.343,41255.000,1.351,0.740,1.008
531,NeuralCrestChannel:0615-0590,39.190,627.621,485.306,505.459,0.850,24596.249,36402.000,1.120,0.893,0.975
532,NeuralCrestChannel:0585-0897,38.514,914.281,737.529,480.848,0.818,35212.596,52114.000,1.273,0.786,0.919
533,NeuralCrestChannel:0642-0435,47.298,1071.614,357.934,527.794,0.871,50685.084,75013.000,1.293,0.773,1.014
534,NeuralCrestChannel:0848-0788,39.865,734.169,648.495,697.523,0.849,29267.928,43316.000,1.237,0.808,0.915
535,NeuralCrestChannel:0830-0382,45.947,838.162,314.040,682.574,0.890,38510.610,56995.000,1.088,0.919,1.015
536,NeuralCrestChannel:0586-1056,41.892,1124.952,867.648,481.533,0.942,47126.932,69747.000,1.031,0.970,0.932
537,NeuralCrestChannel:0602-0349,41.217,802.574,287.141,494.945,0.873,33079.462,48957.000,1.103,0.907,0.968
538,NeuralCrestChannel:0617-1074,55.406,843.707,882.878,507.004,0.820,46746.522,69184.000,1.455,0.687,0.959
539,NeuralCrestChannel:0673-0447,41.217,789.115,367.858,553.550,0.929,32524.725,48136.000,1.209,0.827,0.976
540,NeuralCrestChannel:0812-0415,40.541,1886.067,341.349,667.656,0.801,76463.104,113164.000,1.117,0.896,0.923
541,NeuralCrestChannel:0802-0394,58.109,1890.174,323.725,659.359,0.840,109835.813,162555.000,1.448,0.691,0.945
542,NeuralCrestChannel:0626-0996,45.947,830.500,819.304,514.850,0.840,38158.578,56474.000,1.291,0.775,0.951
543,NeuralCrestChannel:0649-0406,52.703,675.936,333.953,533.815,0.876,35624.088,52723.000,1.111,0.900,0.929
544,NeuralCrestChannel:0853-0670,43.244,650.516,550.522,701.461,0.871,28130.752,41633.000,1.307,0.765,0.928
545,NeuralCrestChannel:0771-0824,68.244,426.713,677.511,634.735,0.782,29120.629,43098.000,2.090,0.478,0.967
546,NeuralCrestChannel:0615-0410,29.730,933.591,337.580,505.885,0.844,27755.747,41078.000,1.136,0.880,0.978
547,NeuralCrestChannel:0710-1077,85.136,1013.833,884.903,583.555,0.881,86313.901,127743.000,1.583,0.632,0.996
548,NeuralCrestChannel:0838-0790,53.379,942.063,649.375,688.976,0.855,50286.430,74423.000,1.155,0.866,0.981
549,NeuralCrestChannel:0895-0828,52.028,610.792,680.515,736.389,0.927,31778.094,47031.000,1.197,0.836,0.975
550,NeuralCrestChannel:0546-1122,43.919,1112.877,922.606,449.046,0.786,48876.954,72337.000,1.708,0.586,0.915
551,NeuralCrestChannel:0648-0785,49.325,575.863,645.433,533.281,0.902,28404.404,42038.000,1.121,0.892,0.993
552,NeuralCrestChannel:0665-0560,47.298,1631.386,460.837,547.158,0.809,77161.086,114197.000,1.535,0.651,0.979
553,NeuralCrestChannel:0595-0921,65.541,688.773,757.736,489.340,0.824,45143.124,66811.000,1.520,0.658,0.975
554,NeuralCrestChannel:0575-1017,41.217,1248.984,835.967,472.522,0.792,51479.013,76188.000,1.621,0.617,0.931
555,NeuralCrestChannel:0638-0755,58.109,583.209,620.256,524.923,0.915,33889.607,50156.000,1.105,0.905,0.972
556,NeuralCrestChannel:0608-0463,37.838,606.571,380.689,499.644,0.881,22951.634,33968.000,1.067,0.937,0.974
557,NeuralCrestChannel:0784-1003,54.730,669.420,824.928,643.824,0.645,36637.614,54223.000,2.189,0.457,0.976
558,NeuralCrestChannel:0656-0499,39.865,1450.678,410.394,539.768,0.852,57831.794,85590.000,1.436,0.696,0.959
559,NeuralCrestChannel:0619-0609,55.406,1671.683,500.899,508.858,0.882,92621.411,137078.000,1.289,0.776,0.959
560,NeuralCrestChannel:0850-0613,54.055,1078.275,504.338,698.762,0.822,58285.853,86262.000,1.742,0.574,0.947
561,NeuralCrestChannel:0796-0386,56.757,1629.536,317.595,654.136,0.835,92488.302,136881.000,1.634,0.612,0.982
562,NeuralCrestChannel:0620-0600,45.947,984.897,493.007,509.555,0.876,45252.585,66973.000,1.272,0.786,0.986
563,NeuralCrestChannel:0700-0321,57.433,569.200,264.244,575.753,0.760,32690.943,48382.000,2.162,0.463,0.929
564,NeuralCrestChannel:0825-0428,64.190,1257.653,351.517,678.431,0.743,80728.697,119477.000,1.920,0.521,0.974
565,NeuralCrestChannel:0881-0618,56.082,1220.892,508.100,724.454,0.879,68469.762,101334.000,1.408,0.710,1.012
566,NeuralCrestChannel:0644-0387,29.730,756.977,318.002,529.779,0.825,22505.007,33307.000,1.161,0.862,0.926
567,NeuralCrestChannel:0888-0967,46.622,835.536,794.749,730.180,0.857,38954.534,57652.000,1.269,0.788,0.932
568,NeuralCrestChannel:0571-1085,34.460,754.686,892.168,469.709,0.825,26006.401,38489.000,1.199,0.834,0.936
569,NeuralCrestChannel:0869-0611,58.109,1206.756,502.137,714.691,0.895,70123.161,103781.000,1.308,0.765,0.966
570,NeuralCrestChannel:0557-1078,33.784,601.780,886.231,457.854,0.936,20330.656,30089.000,1.053,0.949,0.952
571,NeuralCrestChannel:0875-0769,39.190,549.966,632.529,719.250,0.890,21552.968,31898.000,1.372,0.729,0.991
572,NeuralCrestChannel:0789-0394,57.433,770.224,323.931,647.944,0.890,44236.356,65469.000,1.061,0.943,0.983
573,NeuralCrestChannel:0639-0989,48.649,786.083,812.947,524.927,0.823,38242.363,56598.000,1.212,0.825,0.929
574,NeuralCrestChannel:0743-0754,52.703,764.795,619.830,611.410,0.854,40307.253,59654.000,1.640,0.610,0.940
575,NeuralCrestChannel:0600-0942,39.865,1320.559,774.902,493.346,0.872,52644.567,77913.000,1.414,0.707,0.992
576,NeuralCrestChannel:0649-0897,83.785,861.177,737.917,533.843,0.858,72153.592,106786.000,1.502,0.666,0.973
577,NeuralCrestChannel:0614-1020,70.947,735.105,838.389,504.446,0.866,52153.345,77186.000,1.591,0.629,0.959
578,NeuralCrestChannel:0897-0945,42.568,823.095,776.640,737.106,0.777,35037.594,51855.000,1.558,0.642,0.969
579,NeuralCrestChannel:0621-0843,34.460,1842.176,693.454,510.293,0.886,63481.187,93951.000,1.187,0.842,1.000
580,NeuralCrestChannel:0778-0927,111.488,225.515,762.270,639.962,0.961,25142.202,37210.000,1.136,0.880,1.006
581,NeuralCrestChannel:0601-0812,32.433,463.958,667.961,494.382,0.892,15047.483,22270.000,1.121,0.892,1.055
582,NeuralCrestChannel:0880-0630,45.947,1078.500,517.836,723.287,0.891,49553.313,73338.000,1.266,0.790,1.023
583,NeuralCrestChannel:0934-0916,37.163,574.764,753.692,767.830,0.894,21359.723,31612.000,1.260,0.794,0.957
584,NeuralCrestChannel:0712-0829,43.919,846.415,681.685,585.296,0.905,37174.107,55017.000,1.274,0.785,1.024
585,NeuralCrestChannel:0672-0652,42.568,1267.556,536.472,552.925,0.726,53957.422,79856.000,1.127,0.887,0.940
586,NeuralCrestChannel:0748-1184,35.811,944.981,973.628,615.655,0.771,33840.957,50084.000,1.418,0.705,0.946
587,NeuralCrestChannel:0638-0715,33.109,478.653,588.443,524.730,0.744,15847.493,23454.000,1.224,0.817,0.916
588,NeuralCrestChannel:0901-0881,32.433,557.021,724.165,740.554,0.775,18065.763,26737.000,1.190,0.841,0.932
589,NeuralCrestChannel:0865-0706,29.730,732.068,580.818,711.329,0.863,21764.457,32211.000,1.088,0.919,1.048
590,NeuralCrestChannel:0983-0772,45.271,715.343,634.811,808.278,0.786,32384.183,47928.000,1.705,0.587,0.950
591,NeuralCrestChannel:0892-0543,42.568,564.905,446.196,733.518,0.883,24046.918,35589.000,1.372,0.729,0.992
592,NeuralCrestChannel:0692-0418,64.866,653.760,344.606,568.567,0.766,42406.604,62761.000,1.628,0.614,0.946
593,NeuralCrestChannel:0927-0840,42.568,934.238,690.656,762.066,0.784,39768.733,58857.000,1.754,0.570,0.894
594,NeuralCrestChannel:0890-0586,46.622,1053.014,481.317,731.848,0.939,49093.848,72658.000,1.084,0.922,0.972
595,NeuralCrestChannel:0618-0311,47.298,681.729,255.689,508.524,0.880,32244.316,47721.000,1.134,0.882,0.966
596,NeuralCrestChannel:0884-0799,50.676,854.907,656.871,727.201,0.771,43323.507,64118.000,2.165,0.462,1.042
597,NeuralCrestChannel:0783-0995,35.811,455.491,818.053,643.572,0.891,16311.687,24141.000,1.200,0.833,0.946
598,NeuralCrestChannel:0600-0315,33.784,741.800,258.930,493.101,0.804,25061.120,37090.000,1.114,0.898,0.962
599,NeuralCrestChannel:0799-0521,22.298,2937.212,428.200,656.990,0.814,65492.699,96928.000,1.166,0.857,1.015
600,NeuralCrestChannel:0932-0939,53.379,370.658,771.634,766.567,0.851,19785.379,29282.000,1.681,0.595,0.975
601,NeuralCrestChannel:0611-0866,72.298,802.832,712.033,502.369,0.938,58043.283,85903.000,1.428,0.700,0.995
602,NeuralCrestChannel:0815-0615,39.190,1362.931,505.558,670.270,0.809,53412.820,79050.000,1.531,0.653,0.951
603,NeuralCrestChannel:0591-0948,47.974,1287.408,779.435,486.097,0.844,61761.572,91406.000,1.421,0.704,1.014
604,NeuralCrestChannel:0627-0762,37.838,611.786,626.159,515.644,0.921,23148.934,34260.000,1.071,0.934,0.974
605,NeuralCrestChannel:0624-0345,31.757,1050.979,283.319,513.356,0.824,33376.087,49396.000,1.089,0.918,0.949
606,NeuralCrestChannel:0607-0837,37.163,811.873,687.962,498.976,0.928,30171.318,44653.000,1.181,0.847,0.973
607,NeuralCrestChannel:0767-0336,61.487,1858.011,275.546,630.497,0.882,114243.975,169079.000,1.148,0.871,0.989
608,NeuralCrestChannel:0928-0829,52.028,677.104,681.166,762.490,0.909,35228.137,52137.000,1.322,0.756,0.969
609,NeuralCrestChannel:0867-1047,39.190,417.534,860.563,712.702,0.809,16363.039,24217.000,1.251,0.799,0.913
610,NeuralCrestChannel:0545-1178,55.406,501.171,968.787,447.779,0.893,27767.910,41096.000,1.253,0.798,0.965
611,NeuralCrestChannel:0760-0379,43.919,793.138,311.633,624.764,0.892,34834.213,51554.000,1.324,0.755,0.942
612,NeuralCrestChannel:0607-0335,45.271,533.164,275.867,499.034,0.902,24136.784,35722.000,1.365,0.732,0.944
613,NeuralCrestChannel:0648-0465,50.676,1133.640,382.783,532.771,0.866,57448.681,85023.000,1.400,0.714,0.938
614,NeuralCrestChannel:0629-0734,54.055,679.575,603.471,516.956,0.914,36734.236,54366.000,1.195,0.836,1.013
615,NeuralCrestChannel:0865-0817,50.676,1001.413,671.755,711.573,0.886,50747.923,75106.000,1.207,0.829,1.014
616,NeuralCrestChannel:0686-0351,60.136,836.674,287.926,564.007,0.939,50314.133,74464.000,1.082,0.924,0.994
617,NeuralCrestChannel:0878-0920,45.271,979.343,756.541,722.041,0.917,44335.681,65616.000,1.377,0.726,1.023
618,NeuralCrestChannel:0585-1118,35.811,1418.226,919.112,481.467,0.885,50788.464,75166.000,1.172,0.853,0.972
619,NeuralCrestChannel:0628-0453,50.001,903.541,372.310,516.249,0.775,45177.584,66862.000,1.702,0.587,0.914
620,NeuralCrestChannel:0876-1070,36.487,606.852,879.296,720.087,0.952,22142.165,32770.000,1.197,0.835,0.973
621,NeuralCrestChannel:0798-0663,37.838,1147.893,545.001,655.927,0.822,43434.319,64282.000,1.182,0.846,0.941
622,NeuralCrestChannel:0734-0774,42.568,519.587,636.887,603.381,0.847,22117.840,32734.000,1.570,0.637,0.933
623,NeuralCrestChannel:0783-0984,38.514,551.614,809.086,643.676,0.893,21244.856,31442.000,1.420,0.704,1.018
624,NeuralCrestChannel:0859-0811,51.352,702.553,666.869,705.254,0.838,36077.471,53394.000,1.375,0.727,0.981
625,NeuralCrestChannel:0829-0980,38.514,920.842,805.639,681.863,0.824,35465.302,52488.000,1.652,0.605,0.974
626,NeuralCrestChannel:0725-1186,47.298,1258.743,975.644,596.338,0.863,59535.869,88112.000,1.109,0.902,0.979
627,NeuralCrestChannel:0869-0634,49.325,647.712,521.694,714.639,0.841,31948.367,47283.000,1.020,0.981,0.967
628,NeuralCrestChannel:0872-1014,43.244,476.578,833.945,716.990,0.823,20609.038,30501.000,1.392,0.718,0.985
629,NeuralCrestChannel:0668-0436,70.271,559.490,358.835,548.772,0.884,39316.025,58187.000,1.435,0.697,0.981
630,NeuralCrestChannel:0591-0995,59.460,1332.420,818.039,485.914,0.823,79225.976,117253.000,1.375,0.727,0.967
631,NeuralCrestChannel:0607-0956,60.136,1123.764,785.661,499.153,0.841,67578.535,100015.000,1.474,0.679,0.989
632,NeuralCrestChannel:0579-0273,58.109,1082.593,224.932,476.263,0.887,62908.207,93103.000,1.255,0.797,0.966
633,NeuralCrestChannel:0815-1131,47.974,219.648,930.081,669.913,0.875,10537.292,15595.000,1.176,0.851,0.947
634,NeuralCrestChannel:0784-0650,43.244,639.156,534.750,644.011,0.768,27639.530,40906.000,1.532,0.653,0.895
635,NeuralCrestChannel:0643-0463,35.811,974.906,381.245,528.228,0.932,34912.592,51670.000,1.313,0.762,0.981
636,NeuralCrestChannel:0947-0876,41.217,345.000,719.809,778.535,0.871,14219.770,21045.000,1.400,0.714,0.917
637,NeuralCrestChannel:0906-0800,43.244,544.547,657.716,745.002,0.922,23548.263,34851.000,1.339,0.747,1.008
638,NeuralCrestChannel:0620-0859,62.163,856.130,706.536,509.783,0.915,53219.575,78764.000,1.402,0.713,0.974
639,NeuralCrestChannel:0640-0444,77.704,621.722,364.707,525.969,0.823,48310.055,71498.000,1.639,0.610,0.991
640,NeuralCrestChannel:0607-0931,37.163,1012.455,765.394,499.081,0.876,37625.464,55685.000,1.167,0.857,1.009
641,NeuralCrestChannel:0868-1034,40.541,341.850,850.345,714.181,0.866,13858.955,20511.000,1.391,0.719,1.053
642,NeuralCrestChannel:0632-0316,31.081,707.000,260.163,519.307,0.900,21974.595,32522.000,1.183,0.845,1.011
643,NeuralCrestChannel:0745-0744,49.325,1004.178,612.035,612.655,0.825,49531.016,73305.000,1.735,0.576,1.007
644,NeuralCrestChannel:0643-0870,43.244,807.219,715.448,528.687,0.930,34907.187,51662.000,1.169,0.856,1.000
645,NeuralCrestChannel:0620-0913,62.839,1006.129,750.473,509.644,0.883,63223.752,93570.000,1.254,0.798,0.974
646,NeuralCrestChannel:0620-0417,47.298,610.714,343.326,510.028,0.899,28885.491,42750.000,1.113,0.899,0.966
647,NeuralCrestChannel:0726-0376,34.460,915.039,308.532,597.602,0.827,31532.145,46667.000,1.151,0.869,0.990
648,NeuralCrestChannel:0797-0961,61.487,873.934,789.937,655.355,0.733,53735.797,79528.000,1.987,0.503,0.919
649,NeuralCrestChannel:0588-1019,51.352,790.632,838.061,483.174,0.889,40600.500,60088.000,1.403,0.713,0.933
650,NeuralCrestChannel:0667-0361,43.919,894.662,296.748,548.154,0.867,39293.052,58153.000,1.408,0.710,0.977
651,NeuralCrestChannel:0855-0993,39.190,564.983,816.246,703.221,0.840,22141.489,32769.000,1.372,0.729,0.951
652,NeuralCrestChannel:0609-0318,34.460,649.824,261.259,501.057,0.920,22392.843,33141.000,1.204,0.830,0.962
653,NeuralCrestChannel:0627-0397,71.623,653.660,326.148,515.836,0.842,46816.793,69288.000,1.615,0.619,1.044
654,NeuralCrestChannel:0693-0704,39.865,464.610,578.751,569.764,0.876,18521.850,27412.000,1.148,0.871,0.944
655,NeuralCrestChannel:0872-0598,52.703,701.833,491.588,716.721,0.941,36988.969,54743.000,1.120,0.893,1.013
656,NeuralCrestChannel:0846-0620,46.622,790.710,509.896,695.537,0.866,36864.643,54559.000,1.435,0.697,0.920
657,NeuralCrestChannel:0863-0994,41.217,827.230,816.738,709.635,0.800,34095.690,50461.000,1.714,0.583,0.946
658,NeuralCrestChannel:0607-0823,52.028,608.169,676.426,498.927,0.913,31641.606,46829.000,1.094,0.914,0.957
659,NeuralCrestChannel:0656-0595,35.136,1074.981,488.632,539.390,0.861,37770.060,55899.000,1.420,0.704,0.963
660,NeuralCrestChannel:0801-0790,39.865,803.220,649.624,658.791,0.961,32020.665,47390.000,1.068,0.936,0.992
661,NeuralCrestChannel:0706-0351,62.163,1170.196,289.004,580.555,0.876,72742.788,107658.000,1.425,0.702,1.017
662,NeuralCrestChannel:0801-0423,70.947,1571.952,347.820,657.933,0.926,111525.023,165055.000,1.123,0.890,0.950
663,NeuralCrestChannel:0901-0692,36.487,502.944,569.372,740.972,0.910,18350.902,27159.000,1.279,0.782,1.029
664,NeuralCrestChannel:0893-0847,50.676,1429.400,696.513,734.304,0.864,72436.703,107205.000,1.620,0.617,0.968
665,NeuralCrestChannel:0614-0600,45.947,613.147,493.248,504.998,0.902,28171.969,41694.000,1.213,0.825,1.007
666,NeuralCrestChannel:0601-0827,38.514,736.719,680.522,494.188,0.961,28373.998,41993.000,1.121,0.892,1.009
667,NeuralCrestChannel:0933-0819,35.811,604.358,673.474,766.996,0.929,21642.834,32031.000,1.090,0.918,1.000
668,NeuralCrestChannel:0854-0913,47.974,629.620,750.445,702.364,0.872,30205.102,44703.000,1.099,0.910,0.947
669,NeuralCrestChannel:0894-0567,47.974,634.338,466.427,735.198,0.839,30431.456,45038.000,1.197,0.836,0.934
670,NeuralCrestChannel:0759-0353,64.190,1021.326,290.785,624.015,0.796,65558.916,97026.000,1.704,0.587,0.974
671,NeuralCrestChannel:0802-0381,52.028,1577.545,313.924,659.570,0.822,82076.011,121471.000,1.363,0.734,0.975
672,NeuralCrestChannel:0860-0576,36.487,506.241,473.792,707.407,0.883,18471.174,27337.000,1.308,0.764,0.991
673,NeuralCrestChannel:0660-0530,41.217,894.705,435.775,543.025,0.814,36876.806,54577.000,1.376,0.727,0.968
674,NeuralCrestChannel:0607-0861,42.568,807.413,707.801,499.561,0.946,34370.018,50867.000,1.197,0.835,0.984
675,NeuralCrestChannel:0660-0349,58.785,565.276,287.317,542.307,0.757,33229.463,49179.000,1.791,0.558,0.956
676,NeuralCrestChannel:0581-1024,47.974,665.113,841.699,477.472,0.876,31907.826,47223.000,1.323,0.756,0.959
677,NeuralCrestChannel:0581-1213,42.568,699.698,997.406,478.502,0.804,29784.826,44081.000,1.518,0.659,0.969
678,NeuralCrestChannel:0728-0364,70.947,605.495,299.768,598.819,0.847,42957.962,63577.000,1.575,0.635,0.972
679,NeuralCrestChannel:0618-0462,46.622,507.522,380.068,507.799,0.927,23661.778,35019.000,1.092,0.916,0.986
680,NeuralCrestChannel:0596-1129,66.893,822.758,928.250,489.841,0.811,55036.489,81453.000,1.923,0.520,0.961
681,NeuralCrestChannel:0574-1118,36.487,926.981,918.996,471.767,0.918,33822.714,50057.000,1.147,0.872,0.982
682,NeuralCrestChannel:0863-0837,34.460,510.275,688.425,709.346,0.840,17584.000,26024.000,1.635,0.612,0.971
683,NeuralCrestChannel:0892-0761,35.136,333.115,625.605,733.951,0.834,11704.198,17322.000,1.298,0.770,0.954
684,NeuralCrestChannel:0558-1189,30.406,688.111,977.020,459.197,0.910,20922.555,30965.000,1.371,0.729,0.957
685,NeuralCrestChannel:0867-1023,45.271,717.881,841.342,712.570,0.775,32499.049,48098.000,1.837,0.544,1.000
686,NeuralCrestChannel:0716-0360,53.379,1079.747,296.258,588.807,0.792,57635.845,85300.000,1.734,0.577,0.975
687,NeuralCrestChannel:0676-0338,45.271,834.239,278.149,555.678,0.904,37766.681,55894.000,1.222,0.818,0.985
688,NeuralCrestChannel:0758-1161,58.785,785.253,954.725,622.863,0.715,46160.704,68317.000,2.110,0.474,0.902
689,NeuralCrestChannel:0641-0350,48.649,993.556,288.511,526.822,0.865,48335.731,71536.000,1.248,0.801,0.973
690,NeuralCrestChannel:0887-0696,35.811,773.491,572.523,729.525,0.815,27699.666,40995.000,1.402,0.713,0.972
691,NeuralCrestChannel:0955-0840,34.460,390.039,690.182,785.357,0.903,13440.706,19892.000,1.199,0.834,0.962
692,NeuralCrestChannel:0594-0959,72.974,1229.731,788.001,488.748,0.811,89738.268,132811.000,1.798,0.556,0.931
693,NeuralCrestChannel:0681-0346,58.109,1041.942,285.339,559.600,0.939,60546.016,89607.000,1.226,0.816,1.024
694,NeuralCrestChannel:0595-0828,31.757,623.660,681.254,489.344,0.923,19805.649,29312.000,1.155,0.866,1.033
695,NeuralCrestChannel:0744-0359,58.785,885.931,295.292,611.450,0.697,52079.020,77076.000,2.075,0.482,0.921
696,NeuralCrestChannel:0778-0986,37.163,486.982,810.470,639.568,0.795,18097.520,26784.000,1.239,0.807,0.909
697,NeuralCrestChannel:0607-0716,47.974,502.930,589.241,499.018,0.713,24127.324,35708.000,1.929,0.518,0.947
698,NeuralCrestChannel:0892-0817,31.757,727.915,671.723,733.163,0.788,23116.501,34212.000,1.143,0.875,0.931
699,NeuralCrestChannel:0814-1026,33.784,577.920,843.421,669.338,0.834,19524.565,28896.000,1.372,0.729,0.952
700,NeuralCrestChannel:0872-0942,70.947,1412.343,774.625,716.600,0.878,100201.234,148296.000,1.436,0.697,0.933
701,NeuralCrestChannel:0863-0897,39.865,501.695,737.202,709.184,0.844,20000.246,29600.000,1.347,0.742,0.915
702,NeuralCrestChannel:0698-1086,47.298,609.000,893.162,573.697,0.867,28804.409,42630.000,1.353,0.739,0.952
703,NeuralCrestChannel:0845-0394,41.217,815.738,323.902,694.570,0.893,33622.036,49760.000,1.230,0.813,1.000
704,NeuralCrestChannel:0629-0750,46.622,701.826,616.446,517.044,0.849,32720.673,48426.000,1.584,0.631,0.908
705,NeuralCrestChannel:0787-0427,54.730,1509.901,351.060,647.274,0.819,82637.505,122302.000,1.649,0.606,1.032
706,NeuralCrestChannel:0624-0605,64.866,1269.240,497.610,513.759,0.934,82330.068,121847.000,1.135,0.881,0.980
707,NeuralCrestChannel:0594-0365,52.703,620.372,299.830,488.300,0.795,32695.673,48389.000,1.860,0.538,1.013
708,NeuralCrestChannel:0888-0642,48.649,1250.514,528.204,729.616,0.813,60836.560,90037.000,1.616,0.619,0.986
709,NeuralCrestChannel:0615-0847,32.433,1046.250,696.731,506.027,0.910,33932.850,50220.000,1.350,0.741,0.950
710,NeuralCrestChannel:0575-0967,46.622,491.797,796.071,473.144,0.752,22928.661,33934.000,1.729,0.578,0.979
711,NeuralCrestChannel:0828-0788,45.271,731.313,648.233,681.407,0.884,33107.165,48998.000,1.545,0.647,0.924
712,NeuralCrestChannel:0626-0494,30.406,657.644,406.242,514.599,0.805,19996.192,29594.000,1.176,0.850,0.938
713,NeuralCrestChannel:0604-0321,42.568,800.000,263.555,496.142,0.871,34054.474,50400.000,1.052,0.950,0.947
714,NeuralCrestChannel:0621-0734,49.325,464.479,603.827,510.434,0.936,22910.417,33907.000,1.237,0.808,0.986
715,NeuralCrestChannel:0616-0580,41.892,725.710,477.091,506.432,0.889,30401.726,44994.000,1.365,0.733,0.912
716,NeuralCrestChannel:0655-0792,39.190,417.724,651.024,538.708,0.927,16370.472,24228.000,1.062,0.942,0.967
717,NeuralCrestChannel:0618-0391,43.244,715.547,321.389,507.765,0.880,30942.949,45795.000,1.112,0.899,0.921
718,NeuralCrestChannel:0617-0998,33.784,1014.720,820.175,507.486,0.888,34281.503,50736.000,1.201,0.833,0.943
719,NeuralCrestChannel:0635-0767,53.379,1248.519,630.583,522.267,0.922,66644.740,98633.000,1.123,0.890,0.981
720,NeuralCrestChannel:0834-0794,51.352,1071.118,652.149,685.559,0.898,55004.056,81405.000,1.097,0.912,0.950
721,NeuralCrestChannel:0687-0771,32.433,637.979,634.481,564.885,0.804,20691.471,30623.000,1.579,0.633,0.914
722,NeuralCrestChannel:0685-0364,67.568,1314.050,299.783,563.777,0.875,88788.256,131405.000,1.480,0.676,0.980
723,NeuralCrestChannel:0618-0898,44.595,874.303,738.517,508.258,0.898,38989.670,57704.000,1.335,0.749,0.992
724,NeuralCrestChannel:0723-0335,45.947,915.750,275.334,594.221,0.919,42075.518,62271.000,1.155,0.866,0.965
725,NeuralCrestChannel:0787-0419,37.838,793.000,344.227,646.987,0.925,30005.775,44408.000,1.189,0.841,0.982
726,NeuralCrestChannel:0881-0648,56.757,1515.167,532.676,725.092,0.863,85997.005,127274.000,1.588,0.630,0.955
727,NeuralCrestChannel:0702-0356,58.109,1094.523,292.995,577.388,0.912,63601.459,94129.000,1.188,0.842,1.024
728,NeuralCrestChannel:0569-1159,55.406,1449.659,952.999,468.139,0.945,80319.908,118872.000,1.218,0.821,1.006
729,NeuralCrestChannel:0683-0546,56.082,1249.747,448.262,561.916,0.730,70088.026,103729.000,1.966,0.509,0.938
730,NeuralCrestChannel:0871-0664,41.217,821.754,545.963,716.292,0.862,33870.012,50127.000,1.486,0.673,0.976
731,NeuralCrestChannel:0629-0444,33.784,834.440,364.820,517.071,0.872,28190.888,41722.000,1.186,0.843,0.980
732,NeuralCrestChannel:0537-1240,20.946,504.935,1019.558,440.950,0.771,10576.482,15653.000,1.519,0.658,0.984
733,NeuralCrestChannel:0698-0963,39.865,806.237,791.649,573.429,0.891,32140.937,47568.000,1.131,0.884,0.967
734,NeuralCrestChannel:0804-1062,77.704,416.148,873.389,660.334,0.868,32336.209,47857.000,1.615,0.619,0.970
735,NeuralCrestChannel:0652-0585,48.649,1194.208,480.881,536.047,0.870,58097.337,85983.000,1.486,0.673,0.954
736,NeuralCrestChannel:0864-0674,29.730,542.886,554.252,710.227,0.787,16140.064,23887.000,1.159,0.863,0.967
737,NeuralCrestChannel:0638-0791,72.298,502.542,650.413,524.263,0.893,36332.880,53772.000,1.343,0.745,0.977
738,NeuralCrestChannel:0616-0614,50.676,1224.680,505.009,506.555,0.922,62062.251,91851.000,1.292,0.774,0.974
739,NeuralCrestChannel:0617-0880,47.298,730.243,723.595,507.291,0.918,34538.939,51117.000,1.323,0.756,0.979
740,NeuralCrestChannel:0695-0387,29.730,738.136,318.114,571.477,0.838,21944.865,32478.000,1.157,0.864,0.936
741,NeuralCrestChannel:0665-0747,33.784,647.320,613.755,547.353,0.812,21869.188,32366.000,1.390,0.720,0.917
742,NeuralCrestChannel:0724-0388,50.001,832.568,319.980,595.117,0.788,41628.891,61610.000,1.609,0.621,0.949
743,NeuralCrestChannel:0596-0436,150.678,312.422,358.081,489.715,0.879,47074.904,69670.000,1.550,0.645,1.030
744,NeuralCrestChannel:0887-0561,34.460,497.078,461.408,728.848,0.944,17129.265,25351.000,1.266,0.790,1.010
745,NeuralCrestChannel:0592-1053,41.892,817.806,865.977,486.624,0.837,34259.882,50704.000,1.256,0.796,0.976
746,NeuralCrestChannel:0629-0892,46.622,868.290,732.920,517.056,0.856,40481.580,59912.000,1.266,0.790,0.952
747,NeuralCrestChannel:0587-0346,25.676,462.658,284.520,482.557,0.836,11879.200,17581.000,1.196,0.836,0.962
