 ,Label,Area,Mean,X,Y,Circ.,IntDen,RawIntDen,AR,Round,Solidity
748,NeuralCrestChannel:0902-0968,28.379,424.452,795.990,742.109,0.817,12045.419,17827.000,1.346,0.743,0.977
749,NeuralCrestChannel:0618-0764,34.460,707.745,628.290,508.536,0.794,24388.814,36095.000,1.579,0.633,0.927
750,NeuralCrestChannel:0639-0315,34.460,542.216,259.438,525.411,0.840,18684.690,27653.000,1.499,0.667,0.936
751,NeuralCrestChannel:0747-0644,33.109,476.510,529.645,613.757,0.792,15776.546,23349.000,1.505,0.664,0.970
752,NeuralCrestChannel:0611-0828,52.703,724.090,681.290,501.715,0.928,38161.957,56479.000,1.175,0.851,0.987
753,NeuralCrestChannel:0651-0378,56.082,827.133,310.364,535.721,0.865,46387.058,68652.000,1.326,0.754,0.960
754,NeuralCrestChannel:0662-0545,33.784,793.380,447.875,544.756,0.774,26803.709,39669.000,1.146,0.873,0.917
755,NeuralCrestChannel:0864-0960,49.325,640.288,788.574,710.259,0.832,31582.146,46741.000,1.512,0.661,0.954
756,NeuralCrestChannel:0709-0365,35.811,1066.981,300.658,582.837,0.873,38209.930,56550.000,1.276,0.784,0.981
757,NeuralCrestChannel:0539-1155,35.136,1383.558,949.742,442.932,0.765,48612.085,71945.000,1.826,0.548,0.990
758,NeuralCrestChannel:0827-0947,37.163,728.291,778.397,679.129,0.883,27065.198,40056.000,1.261,0.793,0.991
759,NeuralCrestChannel:0706-0384,49.325,986.301,316.014,580.687,0.821,48649.248,72000.000,1.636,0.611,0.980
760,NeuralCrestChannel:0686-0380,43.244,554.547,312.784,564.033,0.915,23980.701,35491.000,1.187,0.842,0.985
761,NeuralCrestChannel:0864-0811,45.271,735.910,666.783,710.300,0.908,33315.275,49306.000,1.377,0.726,1.008
762,NeuralCrestChannel:0832-1045,48.649,402.361,859.458,684.372,0.856,19574.565,28970.000,1.439,0.695,0.980
763,NeuralCrestChannel:0780-1128,29.730,437.318,927.776,641.347,0.819,13001.512,19242.000,1.357,0.737,0.946
764,NeuralCrestChannel:0911-0891,25.676,415.684,732.315,748.929,0.882,10673.104,15796.000,1.202,0.832,0.938
765,NeuralCrestChannel:0890-0854,56.757,635.810,701.822,731.619,0.839,36086.931,53408.000,1.547,0.646,0.913
766,NeuralCrestChannel:0627-0904,37.163,663.273,743.514,515.282,0.857,24648.952,36480.000,1.023,0.977,0.973
767,NeuralCrestChannel:0683-0400,53.379,726.304,329.325,561.514,0.900,38769.397,57378.000,1.067,0.937,0.940
768,NeuralCrestChannel:0706-0330,65.541,393.258,271.324,580.328,0.862,25774.642,38146.000,1.487,0.673,0.975
769,NeuralCrestChannel:0651-0361,33.784,862.320,296.972,535.319,0.842,29132.791,43116.000,1.182,0.846,0.962
770,NeuralCrestChannel:0906-0655,43.244,504.203,539.129,744.745,0.825,21803.647,32269.000,1.579,0.633,0.977
771,NeuralCrestChannel:0635-0610,40.541,1515.850,501.447,522.148,0.901,61454.135,90951.000,1.204,0.830,0.938
772,NeuralCrestChannel:0580-1043,35.811,626.679,857.664,477.218,0.897,22442.168,33214.000,1.301,0.769,0.972
773,NeuralCrestChannel:0567-1147,53.379,988.152,942.860,465.902,0.907,52746.596,78064.000,1.351,0.740,0.988
774,NeuralCrestChannel:0814-0398,48.649,2037.306,327.784,669.565,0.827,99113.383,146686.000,1.153,0.867,0.973
775,NeuralCrestChannel:0918-0803,43.919,307.585,660.351,754.969,0.952,13508.950,19993.000,1.055,0.948,0.985
776,NeuralCrestChannel:0578-0930,42.568,744.175,764.649,474.979,0.853,31678.093,46883.000,1.288,0.776,0.977
777,NeuralCrestChannel:0574-1244,33.109,625.939,1022.660,471.669,0.849,20723.904,30671.000,1.329,0.753,0.933
778,NeuralCrestChannel:0604-0817,47.298,632.829,672.173,496.652,0.919,29931.450,44298.000,1.260,0.794,0.966
779,NeuralCrestChannel:0882-0768,32.433,523.833,631.296,725.655,0.908,16989.398,25144.000,1.142,0.875,0.990
780,NeuralCrestChannel:0872-1074,29.054,497.000,882.933,717.004,0.870,14440.043,21371.000,1.287,0.777,0.956
781,NeuralCrestChannel:0630-0575,36.487,951.315,472.696,517.251,0.896,34710.563,51371.000,1.227,0.815,0.931
782,NeuralCrestChannel:0880-1022,47.974,282.169,840.321,723.493,0.893,13536.653,20034.000,1.422,0.703,1.000
783,NeuralCrestChannel:0920-0891,37.163,345.564,732.155,756.247,0.862,12842.050,19006.000,1.370,0.730,0.932
784,NeuralCrestChannel:0633-0917,39.865,608.373,753.837,520.319,0.831,24253.001,35894.000,1.184,0.845,0.967
785,NeuralCrestChannel:0565-1247,29.730,572.591,1025.258,464.075,0.836,17023.183,25194.000,1.283,0.779,0.957
786,NeuralCrestChannel:0599-0952,64.866,1652.365,782.698,492.327,0.842,107181.726,158627.000,1.712,0.584,0.980
787,NeuralCrestChannel:0585-0331,68.920,356.225,272.235,480.870,0.831,24550.978,36335.000,1.724,0.580,0.976
788,NeuralCrestChannel:0849-1075,48.649,371.736,884.050,698.426,0.814,18084.682,26765.000,1.563,0.640,0.923
789,NeuralCrestChannel:0721-0407,47.974,401.394,334.629,592.332,0.819,19256.318,28499.000,1.390,0.719,0.922
790,NeuralCrestChannel:0606-0410,41.217,584.984,336.380,498.098,0.849,24111.108,35684.000,1.414,0.707,0.910
791,NeuralCrestChannel:0619-1010,52.028,480.221,829.948,508.919,0.821,24984.767,36977.000,1.471,0.680,0.957
792,NeuralCrestChannel:0636-0492,51.352,772.513,404.965,523.073,0.828,39670.083,58711.000,1.967,0.508,0.974
793,NeuralCrestChannel:0872-0981,43.919,445.877,807.008,717.195,0.715,19582.674,28982.000,1.944,0.514,0.935
794,NeuralCrestChannel:0591-0377,27.027,564.675,309.771,486.069,0.865,15261.675,22587.000,1.274,0.785,0.920
795,NeuralCrestChannel:0705-0422,37.163,988.909,346.787,579.951,0.829,36750.453,54390.000,1.354,0.738,0.982
796,NeuralCrestChannel:0548-1116,35.811,789.566,918.011,450.324,0.798,28275.348,41847.000,1.587,0.630,0.946
797,NeuralCrestChannel:0901-0831,37.163,615.964,683.149,740.570,0.931,22890.823,33878.000,1.040,0.962,0.991
798,NeuralCrestChannel:0610-0553,24.325,886.333,454.635,501.831,0.855,21559.725,31908.000,1.105,0.905,0.935
799,NeuralCrestChannel:0755-0648,39.865,661.661,533.081,620.547,0.859,26377.352,39038.000,1.493,0.670,0.937
800,NeuralCrestChannel:0638-0360,43.244,1272.297,296.241,524.706,0.782,55018.921,81427.000,1.399,0.715,0.941
801,NeuralCrestChannel:0916-0831,39.190,961.448,683.365,753.136,0.697,37678.843,55764.000,2.095,0.477,0.935
802,NeuralCrestChannel:0630-0427,37.838,429.446,351.420,518.432,0.822,16249.525,24049.000,1.283,0.780,0.941
803,NeuralCrestChannel:0568-1113,40.541,583.250,915.050,467.197,0.875,23645.562,34995.000,1.143,0.875,0.968
804,NeuralCrestChannel:0864-0698,41.892,388.210,573.491,709.903,0.861,16263.038,24069.000,1.589,0.629,1.033
805,NeuralCrestChannel:0581-0973,29.730,779.295,800.292,477.918,0.877,23168.529,34289.000,1.139,0.878,0.917
806,NeuralCrestChannel:0831-0956,37.163,483.564,786.288,683.717,0.871,17970.492,26596.000,1.553,0.644,0.948
807,NeuralCrestChannel:0540-1148,34.460,1014.235,943.680,443.695,0.797,34950.431,51726.000,1.168,0.856,0.895
808,NeuralCrestChannel:0682-1063,30.406,396.556,874.033,560.668,0.858,12057.581,17845.000,1.086,0.921,0.978
809,NeuralCrestChannel:0840-0932,48.649,681.486,766.093,690.001,0.922,33153.787,49067.000,1.190,0.841,0.935
810,NeuralCrestChannel:0584-0951,40.541,856.833,781.640,480.075,0.830,34736.914,51410.000,1.319,0.758,0.960
811,NeuralCrestChannel:0903-0813,42.568,528.460,668.306,742.821,0.950,22495.547,33293.000,1.302,0.768,0.969
812,NeuralCrestChannel:0809-0922,50.001,299.649,757.995,664.820,0.862,14982.617,22174.000,1.095,0.913,0.961
813,NeuralCrestChannel:0621-0555,29.054,1032.767,456.220,510.777,0.918,30006.451,44409.000,1.282,0.780,0.925
814,NeuralCrestChannel:0608-0537,31.757,965.894,441.545,499.680,0.842,30674.027,45397.000,1.380,0.724,1.011
815,NeuralCrestChannel:0610-0381,45.947,620.176,313.255,501.215,0.863,28494.946,42172.000,1.195,0.837,0.919
816,NeuralCrestChannel:0630-0564,31.757,1033.723,463.652,518.254,0.774,32828.107,48585.000,1.228,0.815,0.887
817,NeuralCrestChannel:0715-0379,39.190,549.500,311.949,588.453,0.928,21534.725,31871.000,1.155,0.866,0.967
818,NeuralCrestChannel:0925-0780,29.730,242.614,640.898,760.387,0.802,7212.927,10675.000,1.634,0.612,0.957
819,NeuralCrestChannel:0800-1148,32.433,286.771,944.016,658.302,0.882,9300.790,13765.000,1.195,0.837,0.990
820,NeuralCrestChannel:0668-0684,64.190,1410.611,562.200,549.533,0.862,90547.061,134008.000,1.355,0.738,0.960
821,NeuralCrestChannel:0672-0759,43.919,580.323,624.916,551.771,0.798,25487.476,37721.000,1.868,0.535,0.935
822,NeuralCrestChannel:0663-0696,45.947,818.074,572.172,544.962,0.797,37587.625,55629.000,1.424,0.702,0.932
823,NeuralCrestChannel:0580-1052,32.433,782.875,865.224,476.435,0.882,25390.853,37578.000,1.090,0.917,1.000
824,NeuralCrestChannel:0589-1014,54.055,571.700,833.251,484.374,0.895,30903.083,45736.000,1.244,0.804,0.976
825,NeuralCrestChannel:0811-1113,35.136,205.923,914.949,666.942,0.895,7235.224,10708.000,1.112,0.899,1.000
826,NeuralCrestChannel:0672-0693,41.892,1148.516,569.447,552.424,0.857,48114.106,71208.000,1.029,0.972,0.969
827,NeuralCrestChannel:0626-0848,40.541,973.500,696.946,514.325,0.839,39466.702,58410.000,1.514,0.660,1.008
828,NeuralCrestChannel:0588-1107,40.541,921.283,909.968,483.035,0.764,37349.784,55277.000,1.860,0.538,0.984
829,NeuralCrestChannel:0648-0532,38.514,1297.456,437.109,532.317,0.749,49970.210,73955.000,2.025,0.494,1.000
830,NeuralCrestChannel:0632-0719,26.352,509.359,590.965,519.388,0.761,13422.463,19865.000,1.470,0.680,0.940
831,NeuralCrestChannel:0808-0428,35.136,1196.115,351.816,664.903,0.781,42026.193,62198.000,1.456,0.687,0.920
